id,family,population,block,sw,bb_cum97,bb_cum98,bb_cum99,ht99mm,ht98mm,ht97mm,growth_97,ws_sum,ws_wsum
121_8,803,BAY,1,59,7,6,NA,NA,NA,NA,610,6,1.176564508
121_9,803,BAY,1,59,2,4,NA,NA,NA,NA,200,1,0.598137309
121_10,803,BAY,4,59,6,NA,NA,NA,NA,NA,NA,NA,NA
121_11,803,BAY,3,59,9,NA,3,320,180,100,540,NA,NA
121_12,803,BAY,4,59,8,NA,7,120,NA,NA,NA,NA,NA
121_13,803,BAY,3,59,2,3,NA,335,180,100,330,NA,NA
121_14,803,BAY,3,59,3,NA,NA,350,180,110,500,NA,NA
121_15,803,BAY,2,59,6,NA,NA,NA,NA,NA,380,1,0.965347903
121_16,803,BAY,3,59,7,NA,NA,315,130,80,470,NA,NA
121_17,803,BAY,2,59,7,NA,NA,NA,NA,NA,600,2,1.17232412
121_18,830,BAY,4,56,7,NA,5,280,105,60,NA,NA,NA
121_19,830,BAY,4,56,4,NA,7,90,NA,NA,NA,NA,NA
122_1,830,BAY,3,56,9,7,5,320,105,NA,450,NA,NA
122_2,830,BAY,2,56,6,7,NA,NA,NA,NA,460,1,0.598137309
122_3,830,BAY,2,56,7,8,NA,NA,NA,NA,660,1,0.598137309
122_4,830,BAY,3,56,9,NA,10,130,NA,NA,300,NA,NA
122_5,830,BAY,2,56,6,7,NA,NA,NA,NA,940,9,2
122_6,830,BAY,3,56,9,NA,8,150,NA,NA,560,NA,NA
122_7,830,BAY,3,56,8,8,6,250,90,NA,560,NA,NA
122_8,830,BAY,2,56,6,8,NA,NA,NA,NA,460,1,0.598137309
122_9,830,BAY,1,56,7,7,NA,NA,NA,NA,820,4,1.598137309
122_10,830,BAY,1,56,10,10,NA,NA,NA,NA,870,2,1.196274618
122_11,830,BAY,4,56,6,9,NA,230,160,NA,800,NA,NA
122_12,830,BAY,1,56,7,9,NA,NA,NA,NA,650,5,1.403250835
122_13,830,BAY,4,56,6,2,7,280,140,NA,700,NA,NA
122_14,830,BAY,3,56,6,NA,6,70,NA,NA,NA,NA,NA
122_15,830,BAY,1,56,7,10,NA,NA,NA,NA,680,5,1.403250835
122_16,830,BAY,4,56,4,NA,8,NA,110,NA,260,NA,NA
122_17,830,BAY,1,56,9,10,NA,NA,NA,NA,620,4,0.863716122
123_1,831,BAY,2,46.5,6,5,NA,NA,NA,NA,800,6,1.910985695
123_2,831,BAY,2,46.5,6,5,NA,NA,NA,NA,750,6,1.910985695
123_3,831,BAY,2,46.5,7,2,NA,NA,NA,NA,400,6,1.910985695
123_4,831,BAY,2,46.5,9,5,NA,NA,NA,NA,850,6,1.910985695
123_5,831,BAY,4,46.5,6,NA,3,320,160,120,600,NA,NA
123_6,831,BAY,4,46.5,4,5,6,260,145,NA,380,NA,NA
123_7,831,BAY,4,46.5,6,8,6,330,180,NA,650,NA,NA
123_8,831,BAY,3,46.5,6,NA,3,375,235,105,460,NA,NA
123_9,831,BAY,3,46.5,7,NA,5,120,NA,NA,370,NA,NA
123_10,831,BAY,3,46.5,5,NA,4,130,NA,NA,60,NA,NA
123_11,831,BAY,1,46.5,6,2,NA,NA,NA,NA,700,2,1.196274618
123_12,831,BAY,1,46.5,4,8,NA,NA,NA,NA,230,3,1.403250835
123_13,831,BAY,1,46.5,5,NA,NA,NA,NA,NA,860,7,2.17232412
123_14,831,BAY,1,46.5,6,2,NA,NA,NA,NA,820,6,1.176564508
123_15,831,BAY,4,46.5,7,NA,7,165,130,80,570,NA,NA
123_16,831,BAY,2,46.5,6,5,NA,NA,NA,NA,760,7,1.383540725
123_17,831,BAY,3,46.5,8,8,10,205,NA,NA,NA,NA,NA
123_18,833,BAY,1,57.5,2,7,NA,NA,NA,NA,430,1,0.230926715
123_19,833,BAY,1,57.5,5,6,NA,NA,NA,NA,700,8,1.578427199
124_1,833,BAY,1,57.5,2,8,NA,NA,NA,NA,520,2,0.461853431
124_2,833,BAY,2,57.5,5,5,NA,NA,NA,NA,600,6,1.176564508
124_3,833,BAY,1,57.5,7,NA,NA,NA,NA,NA,700,2,1.196274618
124_4,833,BAY,2,57.5,7,8,NA,NA,NA,NA,640,5,1.403250835
124_5,833,BAY,2,57.5,5,2,NA,NA,NA,NA,620,6,1.176564508
124_6,833,BAY,2,57.5,6,NA,NA,NA,NA,NA,270,2,0.461853431
124_7,833,BAY,2,57.5,5,5,NA,NA,NA,NA,650,6,1.176564508
124_8,833,BAY,3,57.5,6,NA,3,345,175,90,400,NA,NA
124_9,833,BAY,3,57.5,7,NA,2,295,120,NA,410,NA,NA
124_10,833,BAY,3,57.5,7,NA,5,200,NA,NA,NA,NA,NA
124_11,833,BAY,3,57.5,8,7,4,420,210,105,610,NA,NA
124_12,833,BAY,3,57.5,8,NA,5,370,170,80,350,NA,NA
124_13,833,BAY,1,57.5,4,8,NA,NA,NA,NA,500,0,0.367210594
124_14,833,BAY,4,57.5,6,6,7,320,175,60,700,NA,NA
124_15,833,BAY,4,57.5,4,NA,5,250,100,NA,NA,NA,NA
124_16,833,BAY,4,57.5,4,NA,7,100,NA,NA,NA,NA,NA
124_17,833,BAY,4,57.5,4,NA,6,110,NA,NA,150,NA,NA
125_1,833,BAY,4,57.5,4,NA,7,110,NA,NA,50,NA,NA
125_2,804,BAY,4,56.5,8,NA,2,255,115,NA,530,NA,NA
125_3,804,BAY,4,56.5,8,NA,7,160,NA,NA,100,NA,NA
125_4,804,BAY,3,56.5,9,NA,8,105,NA,NA,340,NA,NA
125_5,804,BAY,3,56.5,8,NA,2,165,NA,90,350,NA,NA
125_6,804,BAY,4,56.5,8,NA,6,180,105,NA,370,NA,NA
125_7,804,BAY,3,56.5,4,NA,NA,95,NA,NA,200,NA,NA
125_8,804,BAY,1,56.5,8,NA,NA,NA,NA,NA,700,6,1.543775102
125_9,804,BAY,4,56.5,10,NA,2,140,NA,NA,320,NA,NA
125_10,804,BAY,3,56.5,8,NA,7,140,NA,NA,350,NA,NA
125_11,804,BAY,1,56.5,9,9,NA,NA,NA,NA,600,3,0.668829648
125_12,804,BAY,2,56.5,10,NA,NA,NA,NA,NA,NA,1,0.965347903
125_13,804,BAY,2,56.5,8,7,NA,NA,NA,NA,400,3,1.403250835
125_14,804,BAY,2,56.5,10,6,NA,NA,NA,NA,350,1,0.598137309
125_15,804,BAY,2,56.5,7,3,NA,NA,NA,NA,420,2,0.461853431
125_16,804,BAY,2,56.5,7,9,NA,NA,NA,NA,350,1,0.598137309
125_17,804,BAY,1,56.5,8,8,NA,NA,NA,NA,460,0,0
125_18,804,BAY,1,56.5,8,9,NA,NA,NA,NA,360,0,0.367210594
125_19,804,BAY,1,56.5,5,8,NA,NA,NA,NA,650,2,0.461853431
126_1,804,BAY,4,56.5,9,NA,NA,160,NA,NA,460,NA,NA
126_2,805,BAY,2,70,6,5,NA,NA,NA,NA,920,8,2.17232412
126_3,805,BAY,3,70,6,NA,9,130,NA,NA,400,NA,NA
126_4,805,BAY,3,70,9,NA,6,180,150,NA,400,NA,NA
126_5,805,BAY,4,70,8,8,3,320,NA,NA,700,NA,NA
126_6,805,BAY,4,70,8,NA,3,235,165,NA,1000,NA,NA
126_7,805,BAY,4,70,9,7,4,240,130,NA,510,NA,NA
126_8,805,BAY,4,70,6,NA,5,110,NA,NA,180,NA,NA
126_9,805,BAY,4,70,6,NA,6,120,NA,NA,150,NA,NA
126_10,805,BAY,1,70,6,2,NA,NA,NA,NA,710,10,1.805113526
126_11,805,BAY,2,70,4,9,NA,NA,NA,NA,500,2,1.196274618
126_12,805,BAY,2,70,4,7,NA,NA,NA,NA,NA,0,0.734421187
126_13,805,BAY,2,70,4,7,NA,NA,NA,NA,NA,1,0.598137309
126_14,805,BAY,3,70,9,8,7,190,NA,NA,650,NA,NA
126_15,805,BAY,3,70,7,NA,6,180,NA,110,80,NA,NA
126_16,805,BAY,3,70,6,NA,7,180,NA,NA,820,NA,NA
126_17,805,BAY,1,70,6,2,NA,NA,NA,NA,720,8,1.437902932
127_1,805,BAY,1,70,6,5,NA,NA,NA,NA,850,5,1.770461429
127_2,805,BAY,1,70,6,5,NA,NA,NA,NA,640,3,1.403250835
127_3,806,BAY,4,85.5,9,NA,3,265,180,NA,660,NA,NA
127_4,806,BAY,2,85.5,6,NA,NA,NA,NA,NA,320,3,0.516215638
127_5,806,BAY,3,85.5,6,NA,8,145,NA,NA,150,NA,NA
127_6,806,BAY,4,85.5,8,NA,NA,130,NA,NA,NA,NA,NA
127_7,806,BAY,1,85.5,8,NA,NA,NA,NA,NA,600,4,1.598137309
127_8,806,BAY,4,85.5,8,NA,5,160,120,NA,600,NA,NA
127_9,806,BAY,4,85.5,8,NA,4,200,130,NA,580,NA,NA
127_10,806,BAY,1,85.5,7,9,NA,NA,NA,NA,620,5,1.070692339
127_11,806,BAY,1,85.5,4,NA,NA,NA,NA,NA,560,4,0.863716122
127_12,806,BAY,2,85.5,4,5,NA,NA,NA,NA,NA,6,1
127_13,806,BAY,2,85.5,6,9,NA,NA,NA,NA,620,8,1.945637793
127_14,806,BAY,2,85.5,4,NA,NA,NA,NA,NA,460,2,0.461853431
127_15,806,BAY,2,85.5,4,5,NA,NA,NA,NA,200,0,0.367210594
127_16,806,BAY,3,85.5,6,7,7,120,NA,NA,100,NA,NA
127_17,806,BAY,3,85.5,8,8,7,165,110,NA,400,NA,NA
127_18,806,BAY,3,85.5,5,6,7,220,NA,160,880,NA,NA
128_1,806,BAY,1,85.5,6,9,NA,NA,NA,NA,310,0,0
128_2,806,BAY,1,85.5,6,2,NA,NA,NA,NA,500,4,0.863716122
128_3,807,BAY,3,53,9,NA,NA,100,NA,NA,280,NA,NA
128_4,807,BAY,3,53,2,NA,NA,NA,NA,NA,NA,NA,NA
128_5,807,BAY,4,53,8,NA,7,150,NA,NA,540,NA,NA
128_6,807,BAY,4,53,4,NA,8,150,90,NA,400,NA,NA
128_7,807,BAY,1,53,9,10,NA,NA,NA,NA,700,6,1.176564508
128_8,807,BAY,4,53,8,9,7,230,120,NA,550,NA,NA
128_9,807,BAY,4,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
128_10,807,BAY,4,53,6,6,3,240,120,NA,570,NA,NA
128_11,807,BAY,2,53,6,6,NA,NA,NA,NA,450,3,1.036040241
128_12,807,BAY,2,53,5,5,NA,NA,NA,NA,500,9,1.632789406
128_13,807,BAY,2,53,6,8,NA,NA,NA,NA,550,10,2.539534713
128_14,807,BAY,2,53,7,8,NA,NA,NA,NA,450,5,1.070692339
128_15,807,BAY,1,53,9,10,NA,NA,NA,NA,350,0,0
128_16,807,BAY,3,53,8,NA,2,140,NA,NA,400,NA,NA
128_17,807,BAY,3,53,2,NA,NA,NA,NA,NA,NA,NA,NA
128_18,807,BAY,3,53,4,8,7,180,NA,NA,600,NA,NA
128_19,807,BAY,1,53,9,10,NA,NA,NA,NA,150,0,0.367210594
130_1,807,BAY,1,53,8,8,NA,NA,NA,NA,470,2,0.461853431
130_2,807,BAY,1,53,9,10,NA,NA,NA,NA,240,0,0
130_3,809,BAY,2,65,7,NA,NA,NA,NA,NA,210,0,0.367210594
130_4,809,BAY,3,65,4,4,3,225,NA,130,580,NA,NA
130_5,809,BAY,3,65,7,8,5,200,NA,150,540,NA,NA
130_6,809,BAY,4,65,8,7,8,290,190,110,660,NA,NA
130_7,809,BAY,4,65,6,8,5,210,100,NA,520,NA,NA
130_8,809,BAY,4,65,10,NA,4,210,110,NA,NA,NA,NA
130_9,809,BAY,1,65,9,8,NA,NA,NA,NA,600,2,0.829064024
130_10,809,BAY,2,65,8,9,NA,NA,NA,NA,570,10,1.805113526
130_11,809,BAY,2,65,9,10,NA,NA,NA,NA,700,10,1.805113526
130_12,809,BAY,2,65,10,10,NA,NA,NA,NA,270,3,0.668829648
130_13,809,BAY,3,65,4,NA,6,100,NA,NA,NA,NA,NA
130_14,809,BAY,4,65,8,NA,7,125,NA,NA,NA,NA,NA
130_15,809,BAY,1,65,8,NA,NA,NA,NA,NA,960,8,1.437902932
130_16,809,BAY,3,65,7,NA,8,150,NA,NA,NA,NA,NA
130_17,809,BAY,1,65,8,NA,NA,NA,NA,NA,350,2,1.196274618
132_1,809,BAY,1,65,6,9,NA,NA,NA,NA,740,1,0.965347903
132_2,501,BLE,1,48,9,5,NA,NA,NA,NA,350,0,0.734421187
132_3,501,BLE,1,48,8,10,NA,NA,NA,NA,300,0,0.367210594
132_4,501,BLE,1,48,9,8,NA,NA,NA,NA,350,0,0.734421187
132_5,501,BLE,1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
132_6,501,BLE,3,48,7,5,7,110,NA,NA,NA,NA,NA
132_7,501,BLE,3,48,6,NA,10,130,NA,NA,NA,NA,NA
132_8,501,BLE,2,48,8,2,NA,NA,NA,NA,420,5,1.68005898
132_9,501,BLE,2,48,9,NA,NA,NA,NA,NA,220,2,0.461853431
132_10,501,BLE,2,48,10,NA,NA,NA,NA,NA,600,6,1.243016458
133_1,501,BLE,2,48,7,NA,NA,NA,NA,NA,250,0,0
133_2,501,BLE,3,48,7,NA,8,110,NA,NA,200,NA,NA
133_3,501,BLE,3,48,9,7,8,100,NA,NA,250,NA,NA
133_4,501,BLE,4,48,8,7,6,145,90,NA,400,NA,NA
133_5,501,BLE,4,48,7,NA,6,190,NA,NA,550,NA,NA
133_6,501,BLE,4,48,10,8,2,160,145,95,430,NA,NA
133_7,501,BLE,4,48,10,NA,5,110,100,NA,300,NA,NA
133_8,501,BLE,3,48,8,6,6,95,NA,NA,200,NA,NA
133_9,501,BLE,4,48,8,7,7,135,85,NA,250,NA,NA
133_10,510,BLE,1,37,9,8,NA,NA,NA,NA,400,1,0.965347903
133_11,510,BLE,1,37,6,8,NA,NA,NA,NA,300,1,0.598137309
133_12,510,BLE,3,37,7,NA,7,110,80,NA,100,NA,NA
133_13,510,BLE,1,37,9,NA,NA,NA,NA,NA,250,0,0
133_14,510,BLE,2,37,8,8,NA,NA,NA,NA,550,5,1.036040241
133_15,510,BLE,1,37,7,9,NA,NA,NA,NA,180,0,0.367210594
133_16,510,BLE,1,37,8,NA,NA,NA,NA,NA,460,4,1.230926715
133_17,510,BLE,2,37,7,NA,NA,NA,NA,NA,430,0,0.734421187
134_1,510,BLE,4,37,10,NA,NA,110,NA,NA,400,NA,NA
134_2,510,BLE,2,37,9,NA,NA,NA,NA,NA,300,2,0.461853431
134_3,510,BLE,2,37,10,NA,NA,NA,NA,NA,330,4,0.863716122
134_4,510,BLE,4,37,10,6,6,155,135,NA,330,NA,NA
134_5,510,BLE,3,37,2,NA,NA,NA,NA,NA,NA,NA,NA
134_6,510,BLE,3,37,7,NA,7,165,100,NA,320,NA,NA
134_7,510,BLE,3,37,8,NA,7,175,150,NA,350,NA,NA
134_8,510,BLE,3,37,4,NA,7,125,110,NA,300,NA,NA
134_9,510,BLE,4,37,7,NA,NA,210,80,70,NA,NA,NA
134_10,510,BLE,4,37,10,NA,6,90,NA,NA,NA,NA,NA
134_11,510,BLE,2,37,9,NA,NA,NA,NA,NA,270,1,0.965347903
134_12,510,BLE,4,37,10,8,10,180,110,90,380,NA,NA
134_13,511,BLE,1,58,9,8,NA,NA,NA,NA,570,6,1.176564508
134_14,511,BLE,3,58,5,4,7,115,NA,80,200,NA,NA
134_15,511,BLE,1,58,6,6,NA,NA,NA,NA,NA,0,0
134_16,511,BLE,1,58,6,2,NA,NA,NA,NA,560,7,1.230926715
134_17,511,BLE,1,58,8,2,NA,NA,NA,NA,500,5,0.945637793
134_18,511,BLE,3,58,6,6,4,260,NA,140,600,NA,NA
134_19,511,BLE,2,58,7,6,NA,NA,NA,NA,900,6,1.910985695
135_1,511,BLE,2,58,9,8,NA,NA,NA,NA,640,6,1.176564508
135_2,511,BLE,4,58,8,5,3,120,NA,NA,550,NA,NA
135_3,511,BLE,4,58,6,4,4,305,175,105,500,NA,NA
135_4,511,BLE,4,58,4,NA,8,100,NA,NA,350,NA,NA
135_5,511,BLE,2,58,9,9,NA,NA,NA,NA,470,2,1.196274618
135_6,511,BLE,2,58,8,NA,NA,NA,NA,NA,NA,0,0.734421187
135_7,511,BLE,3,58,3,4,7,NA,115,NA,100,NA,NA
135_8,511,BLE,3,58,7,NA,6,120,70,NA,NA,NA,NA
135_9,511,BLE,4,58,9,7,5,300,195,100,450,NA,NA
136_1,512,BLE,2,55,8,6,NA,NA,NA,NA,850,8,2.312848386
136_2,512,BLE,2,55,7,5,NA,NA,NA,NA,650,2,0.461853431
136_3,512,BLE,2,55,9,NA,NA,NA,NA,NA,650,3,1.403250835
136_4,512,BLE,1,55,6,6,NA,NA,NA,NA,560,7,1.383540725
136_5,512,BLE,1,55,8,6,NA,NA,NA,NA,640,8,1.945637793
136_6,512,BLE,1,55,5,8,NA,NA,NA,NA,800,4,1.598137309
136_7,512,BLE,1,55,8,6,NA,NA,NA,NA,700,2,1.196274618
136_8,512,BLE,2,55,6,8,NA,NA,NA,NA,650,8,1.945637793
136_9,512,BLE,2,55,8,6,NA,NA,NA,NA,600,0,0
136_10,512,BLE,4,55,9,NA,3,250,115,NA,530,NA,NA
136_11,512,BLE,4,55,6,6,2,300,190,125,670,NA,NA
136_12,512,BLE,4,55,6,9,3,250,160,125,680,NA,NA
136_13,512,BLE,3,55,2,NA,3,270,NA,70,NA,NA,NA
136_14,512,BLE,3,55,3,NA,3,300,150,NA,NA,NA,NA
136_15,512,BLE,1,55,9,8,NA,NA,NA,NA,480,6,1.910985695
136_16,512,BLE,3,55,5,NA,4,NA,NA,150,670,NA,NA
136_17,512,BLE,4,55,6,2,6,225,NA,NA,540,NA,NA
136_18,512,BLE,3,55,2,NA,3,310,150,NA,510,NA,NA
137_1,512,BLE,3,55,7,NA,2,215,200,NA,520,NA,NA
137_2,512,BLE,4,55,8,8,6,120,NA,NA,320,NA,NA
137_3,513,BLE,2,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
137_4,513,BLE,2,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
137_5,513,BLE,3,55.5,4,NA,NA,NA,NA,NA,NA,NA,NA
137_6,513,BLE,3,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
137_7,513,BLE,3,55.5,2,2,7,220,120,NA,550,NA,NA
137_8,513,BLE,2,55.5,9,10,NA,NA,NA,NA,610,4,1.598137309
137_9,513,BLE,2,55.5,9,7,NA,NA,NA,NA,300,0,0.367210594
137_10,513,BLE,4,55.5,4,NA,3,210,90,NA,400,NA,NA
137_11,513,BLE,4,55.5,9,NA,10,145,NA,NA,250,NA,NA
137_12,513,BLE,1,55.5,8,6,NA,NA,NA,NA,430,5,1.770461429
137_13,513,BLE,1,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
137_14,513,BLE,1,55.5,5,2,NA,NA,NA,NA,500,7,1.383540725
137_15,513,BLE,1,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
137_16,513,BLE,3,55.5,9,2,NA,135,110,NA,330,NA,NA
137_17,513,BLE,3,55.5,7,7,NA,170,110,NA,320,NA,NA
137_18,513,BLE,4,55.5,7,6,3,295,145,100,530,NA,NA
137_19,513,BLE,4,55.5,9,NA,3,190,NA,NA,350,NA,NA
138_1,514,BLE,1,77,8,6,NA,NA,NA,NA,350,1,0.965347903
138_2,514,BLE,1,77,9,8,NA,NA,NA,NA,280,0,0
138_3,514,BLE,3,77,8,NA,6,225,105,NA,430,NA,NA
138_4,514,BLE,3,77,6,NA,5,115,110,60,320,NA,NA
138_5,514,BLE,1,77,6,2,NA,NA,NA,NA,450,6,1.910985695
138_6,514,BLE,2,77,8,NA,NA,NA,NA,NA,400,2,0.829064024
138_7,514,BLE,2,77,8,9,NA,NA,NA,NA,450,0,0.367210594
138_8,514,BLE,2,77,6,5,NA,NA,NA,NA,360,1,0.230926715
138_9,514,BLE,4,77,6,NA,5,200,110,80,260,NA,NA
138_10,514,BLE,4,77,7,NA,7,145,115,NA,400,NA,NA
138_11,514,BLE,2,77,7,8,NA,NA,NA,NA,370,0,0.367210594
138_12,514,BLE,2,77,7,10,NA,NA,NA,NA,320,0,0.367210594
138_13,514,BLE,1,77,7,4,NA,NA,NA,NA,400,5,0.945637793
138_14,514,BLE,1,77,9,NA,NA,NA,NA,NA,430,2,0.461853431
138_15,514,BLE,3,77,7,7,5,245,170,100,380,NA,NA
138_16,514,BLE,3,77,8,7,2,230,120,NA,450,NA,NA
138_17,514,BLE,4,77,7,2,5,120,NA,NA,250,NA,NA
139_1,514,BLE,4,77,7,5,6,95,NA,NA,80,NA,NA
139_2,515,BLE,2,87.5,8,6,NA,NA,NA,NA,570,8,1.945637793
139_3,515,BLE,2,87.5,8,8,NA,NA,NA,NA,600,9,2.117961912
139_4,515,BLE,1,87.5,6,5,NA,NA,NA,NA,500,6,1.910985695
139_5,515,BLE,1,87.5,7,9,NA,NA,NA,NA,510,4,0.863716122
139_6,515,BLE,2,87.5,9,NA,NA,NA,NA,NA,520,2,1.196274618
139_7,515,BLE,2,87.5,6,6,NA,NA,NA,NA,670,10,2.539534713
139_8,515,BLE,4,87.5,5,NA,NA,110,NA,NA,200,NA,NA
139_9,515,BLE,4,87.5,6,NA,6,120,95,NA,280,NA,NA
139_10,515,BLE,4,87.5,5,NA,2,190,NA,NA,300,NA,NA
139_11,515,BLE,3,87.5,6,NA,2,300,NA,150,350,NA,NA
139_12,515,BLE,1,87.5,5,4,NA,NA,NA,NA,500,6,1.910985695
139_13,515,BLE,1,87.5,9,8,NA,NA,NA,NA,620,8,2.312848386
139_14,515,BLE,1,87.5,8,2,NA,NA,NA,NA,500,6,1.176564508
139_15,515,BLE,3,87.5,6,5,2,220,100,NA,400,NA,NA
139_16,515,BLE,3,87.5,5,7,3,285,210,NA,450,NA,NA
139_17,515,BLE,3,87.5,8,NA,3,295,120,NA,400,NA,NA
139_18,515,BLE,4,87.5,6,NA,8,150,140,110,500,NA,NA
139_19,515,BLE,3,87.5,5,NA,4,240,120,NA,400,NA,NA
140_1,515,BLE,4,87.5,8,7,8,160,100,NA,340,NA,NA
140_2,516,BLE,2,38.5,6,2,NA,NA,NA,NA,500,9,2.367210594
140_3,516,BLE,1,38.5,6,2,NA,NA,NA,NA,630,1,0.965347903
140_4,516,BLE,2,38.5,6,7,NA,NA,NA,NA,450,4,1.230926715
140_5,516,BLE,2,38.5,6,7,NA,NA,NA,NA,460,9,2.367210594
140_6,516,BLE,3,38.5,6,6,4,260,95,NA,410,NA,NA
140_7,516,BLE,2,38.5,4,NA,NA,NA,NA,NA,NA,1,0.230926715
140_8,516,BLE,4,38.5,7,9,8,160,NA,NA,480,NA,NA
140_9,516,BLE,4,38.5,6,9,7,110,NA,NA,360,NA,NA
140_10,516,BLE,2,38.5,9,5,NA,NA,NA,NA,560,8,1.945637793
140_11,516,BLE,1,38.5,6,2,NA,NA,NA,NA,650,7,1.965347903
140_12,516,BLE,1,38.5,5,9,NA,NA,NA,NA,260,2,0.829064024
140_13,516,BLE,1,38.5,6,10,NA,NA,NA,NA,830,4,1.598137309
140_14,516,BLE,3,38.5,7,NA,6,NA,140,NA,200,NA,NA
140_15,516,BLE,3,38.5,3,NA,4,300,170,NA,NA,NA,NA
140_16,516,BLE,3,38.5,5,3,3,295,170,NA,540,NA,NA
140_17,516,BLE,4,38.5,6,7,6,220,125,105,500,NA,NA
201_1,516,BLE,4,38.5,6,7,9,115,NA,NA,270,NA,NA
201_2,517,BLE,1,44.5,4,9,NA,NA,NA,NA,430,6,1.543775102
201_3,517,BLE,1,44.5,8,NA,NA,NA,NA,NA,560,3,1.403250835
201_4,517,BLE,1,44.5,5,NA,NA,NA,NA,NA,360,0,0
201_5,517,BLE,2,44.5,7,9,NA,NA,NA,NA,350,2,0.829064024
201_6,517,BLE,2,44.5,9,NA,NA,NA,NA,NA,550,9,2.367210594
201_7,517,BLE,4,44.5,6,NA,8,100,NA,NA,50,NA,NA
201_8,517,BLE,2,44.5,7,NA,NA,NA,NA,NA,370,2,0.461853431
201_9,517,BLE,2,44.5,8,9,NA,NA,NA,NA,510,9,2.117961912
201_10,517,BLE,2,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
201_11,517,BLE,4,44.5,7,NA,7,160,NA,NA,360,NA,NA
201_12,517,BLE,4,44.5,6,NA,7,165,135,75,350,NA,NA
201_13,517,BLE,3,44.5,3,NA,3,295,160,NA,NA,NA,NA
201_14,517,BLE,3,44.5,9,NA,9,140,80,NA,150,NA,NA
201_15,517,BLE,3,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
201_16,517,BLE,3,44.5,9,NA,10,100,90,NA,180,NA,NA
201_17,517,BLE,3,44.5,10,NA,10,90,60,NA,NA,NA,NA
201_18,517,BLE,1,44.5,7,NA,NA,NA,NA,NA,NA,NA,NA
201_19,517,BLE,4,44.5,6,NA,2,185,100,NA,350,NA,NA
202_1,517,BLE,4,44.5,7,9,7,190,85,NA,240,NA,NA
202_2,517,BLE,1,44.5,5,2,NA,NA,NA,NA,600,3,0.668829648
202_3,518,BLE,2,47.5,7,NA,NA,NA,NA,NA,710,3,0.668829648
202_4,518,BLE,3,47.5,4,7,7,115,70,NA,NA,NA,NA
202_5,518,BLE,3,47.5,9,NA,3,NA,250,100,440,NA,NA
202_6,518,BLE,3,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
202_7,518,BLE,2,47.5,4,8,NA,NA,NA,NA,500,3,0.668829648
202_8,518,BLE,2,47.5,9,9,NA,NA,NA,NA,450,2,0.461853431
202_9,518,BLE,2,47.5,6,2,NA,NA,NA,NA,400,3,0.668829648
202_10,518,BLE,4,47.5,7,NA,5,200,115,NA,500,NA,NA
202_11,518,BLE,4,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
202_12,518,BLE,4,47.5,6,NA,5,140,NA,NA,400,NA,NA
202_13,518,BLE,3,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
202_14,518,BLE,1,47.5,5,NA,NA,NA,NA,NA,NA,0,0.734421187
202_15,518,BLE,1,47.5,7,10,NA,NA,NA,NA,250,0,0.367210594
202_16,518,BLE,1,47.5,7,9,NA,NA,NA,NA,450,0,0.367210594
202_17,518,BLE,1,47.5,9,4,NA,NA,NA,NA,750,2,0.461853431
202_18,518,BLE,4,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
203_1,519,BLE,1,54,8,9,NA,NA,NA,NA,370,2,0.829064024
203_2,519,BLE,1,54,7,NA,NA,NA,NA,NA,580,5,1.036040241
203_3,519,BLE,1,54,9,8,NA,NA,NA,NA,650,3,0.668829648
203_4,519,BLE,1,54,6,9,NA,NA,NA,NA,620,6,1.910985695
203_5,519,BLE,1,54,6,2,NA,NA,NA,NA,460,4,1.598137309
203_6,519,BLE,2,54,7,9,NA,NA,NA,NA,260,1,0.598137309
203_7,519,BLE,2,54,7,9,NA,NA,NA,NA,320,4,1.230926715
203_8,519,BLE,2,54,8,9,NA,NA,NA,NA,NA,0,0.734421187
203_9,519,BLE,2,54,6,8,NA,NA,NA,NA,310,6,1.610227052
203_10,519,BLE,2,54,6,5,NA,NA,NA,NA,320,2,1.196274618
203_11,519,BLE,4,54,10,NA,7,170,NA,NA,320,NA,NA
203_12,519,BLE,4,54,7,9,6,240,115,NA,520,NA,NA
203_13,519,BLE,3,54,8,NA,NA,130,NA,95,200,NA,NA
203_14,519,BLE,3,54,8,6,9,165,NA,NA,250,NA,NA
203_15,519,BLE,3,54,8,8,5,115,NA,NA,350,NA,NA
203_16,519,BLE,3,54,8,NA,7,125,NA,NA,400,NA,NA
203_17,519,BLE,4,54,8,9,7,285,145,100,460,NA,NA
204_1,519,BLE,4,54,6,NA,6,270,145,100,400,NA,NA
204_2,519,BLE,4,54,9,NA,10,175,NA,NA,380,NA,NA
