id,family,population,block,sw,bb_cum97,bb_cum98,bb_cum99,ht99mm,ht98mm,ht97mm,growth_97,ws_sum,ws_wsum
419_3,334,BRG,4,54,7,7,9,135,NA,NA,400,NA,NA
419_4,334,BRG,1,54,9,9,NA,NA,NA,NA,530,1,0.230926715
419_5,334,BRG,1,54,9,9,NA,NA,NA,NA,500,2,1.196274618
419_6,334,BRG,3,54,9,NA,10,130,NA,NA,320,NA,NA
419_7,334,BRG,4,54,6,NA,8,210,NA,NA,320,NA,NA
419_8,334,BRG,4,54,9,NA,4,145,120,NA,350,NA,NA
419_9,334,BRG,3,54,8,NA,7,110,NA,NA,350,NA,NA
419_10,334,BRG,3,54,8,6,4,300,130,80,420,NA,NA
419_11,335,BRG,2,73,6,8,NA,NA,NA,NA,610,2,0.829064024
419_12,335,BRG,1,73,6,9,NA,NA,NA,NA,720,0,0.367210594
419_13,335,BRG,2,73,7,10,NA,NA,NA,NA,150,NA,NA
419_14,335,BRG,3,73,8,NA,2,310,140,80,NA,NA,NA
419_15,335,BRG,3,73,8,7,NA,295,135,90,500,NA,NA
419_16,335,BRG,3,73,7,3,2,295,220,120,640,NA,NA
419_17,335,BRG,2,73,10,9,NA,NA,NA,NA,320,2,0.829064024
420_1,335,BRG,2,73,9,9,NA,NA,NA,NA,320,0,0.367210594
420_2,335,BRG,4,73,6,2,NA,290,NA,NA,560,NA,NA
420_3,335,BRG,1,73,6,5,NA,NA,NA,NA,150,0,0.734421187
420_4,335,BRG,1,73,4,4,NA,NA,NA,NA,200,0,0
420_5,335,BRG,1,73,6,6,NA,NA,NA,NA,800,5,1.770461429
420_6,335,BRG,4,73,7,2,7,180,NA,NA,300,NA,NA
420_7,335,BRG,4,73,6,5,6,265,NA,NA,700,NA,NA
420_8,335,BRG,4,73,10,NA,7,170,95,NA,NA,NA,NA
420_9,335,BRG,3,73,3,NA,NA,NA,NA,NA,NA,NA,NA
420_10,336,BRG,2,59.5,6,7,NA,NA,NA,NA,600,4,1.230926715
420_11,336,BRG,4,59.5,8,NA,7,170,110,NA,100,NA,NA
420_12,336,BRG,4,59.5,9,8,8,165,90,NA,150,NA,NA
420_13,336,BRG,4,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
420_14,336,BRG,3,59.5,7,NA,8,210,165,130,NA,NA,NA
420_15,336,BRG,3,59.5,8,NA,9,110,NA,NA,320,NA,NA
420_16,336,BRG,2,59.5,6,6,NA,NA,NA,NA,480,3,1.036040241
420_17,336,BRG,2,59.5,7,6,NA,NA,NA,NA,500,2,0.829064024
420_18,336,BRG,2,59.5,7,7,NA,NA,NA,NA,530,2,0.829064024
420_19,336,BRG,1,59.5,8,5,NA,NA,NA,NA,400,0,0.734421187
420_20,336,BRG,1,59.5,9,5,NA,NA,NA,NA,950,6,1.910985695
421_1,336,BRG,1,59.5,7,8,NA,NA,NA,NA,650,6,1.543775102
421_2,336,BRG,1,59.5,6,2,NA,NA,NA,NA,600,6,1.176564508
421_3,336,BRG,1,59.5,8,NA,NA,NA,NA,NA,200,NA,NA
421_4,336,BRG,4,59.5,10,10,7,220,NA,NA,600,NA,NA
421_5,336,BRG,2,59.5,6,5,NA,NA,NA,NA,820,8,2.312848386
421_6,336,BRG,3,59.5,9,2,7,140,NA,60,520,NA,NA
421_7,336,BRG,4,59.5,9,8,6,195,NA,NA,600,NA,NA
421_8,338,BRG,1,80.5,8,6,NA,NA,NA,NA,550,3,1.036040241
421_9,338,BRG,1,80.5,8,2,NA,NA,NA,NA,400,1,0.230926715
421_10,338,BRG,1,80.5,6,8,NA,NA,NA,NA,500,2,1.196274618
421_11,338,BRG,3,80.5,6,4,8,175,NA,NA,450,NA,NA
421_12,338,BRG,3,80.5,7,NA,8,160,NA,NA,NA,NA,NA
421_13,338,BRG,4,80.5,6,7,6,155,NA,NA,400,NA,NA
421_14,338,BRG,2,80.5,7,10,NA,NA,NA,NA,300,0,0.734421187
421_15,338,BRG,2,80.5,7,NA,NA,NA,NA,NA,NA,1,0.788783394
421_16,338,BRG,2,80.5,7,8,NA,NA,NA,NA,450,2,0.461853431
422_1,338,BRG,2,80.5,7,10,NA,NA,NA,NA,400,3,1.036040241
422_2,338,BRG,3,80.5,7,NA,6,120,NA,NA,NA,NA,NA
422_3,338,BRG,4,80.5,6,6,6,160,NA,NA,460,NA,NA
422_4,338,BRG,1,80.5,6,2,NA,NA,NA,NA,650,5,1.036040241
422_5,338,BRG,4,80.5,6,NA,6,165,NA,NA,500,NA,NA
422_6,338,BRG,3,80.5,6,7,6,80,NA,NA,NA,NA,NA
422_7,338,BRG,4,80.5,7,NA,6,240,190,NA,750,NA,NA
422_8,338,BRG,4,80.5,7,9,6,200,NA,NA,450,NA,NA
422_9,338,BRG,3,80.5,7,8,NA,175,NA,100,230,NA,NA
422_10,339,BRG,2,61.5,10,10,NA,NA,NA,NA,620,4,1.230926715
422_11,339,BRG,1,61.5,5,3,NA,NA,NA,NA,700,8,2.312848386
422_12,339,BRG,1,61.5,8,10,NA,NA,NA,NA,720,8,1.578427199
422_13,339,BRG,3,61.5,7,6,NA,165,NA,100,300,NA,NA
422_14,339,BRG,3,61.5,8,8,8,155,NA,NA,550,NA,NA
422_15,339,BRG,2,61.5,7,8,NA,NA,NA,NA,600,9,2.117961912
422_16,339,BRG,3,61.5,6,NA,4,105,NA,NA,NA,NA,NA
422_17,339,BRG,2,61.5,7,NA,NA,NA,NA,NA,430,1,0.230926715
422_18,339,BRG,2,61.5,9,10,NA,NA,NA,NA,120,2,0.829064024
422_19,339,BRG,3,61.5,10,NA,7,130,NA,NA,250,NA,NA
422_20,339,BRG,1,61.5,7,6,NA,NA,NA,NA,510,3,1.403250835
424_1,339,BRG,1,61.5,6,9,NA,NA,NA,NA,770,6,1.243016458
424_2,339,BRG,1,61.5,9,9,NA,NA,NA,NA,620,9,1.632789406
424_3,339,BRG,2,61.5,8,5,NA,NA,NA,NA,460,9,2.485172506
424_4,339,BRG,4,61.5,8,8,7,215,175,130,710,NA,NA
424_5,339,BRG,4,61.5,6,9,7,145,NA,NA,520,NA,NA
424_6,339,BRG,4,61.5,6,7,6,190,NA,NA,480,NA,NA
424_7,339,BRG,4,61.5,7,8,6,145,NA,NA,700,NA,NA
424_8,304,BRG,1,53,6,NA,NA,NA,NA,NA,740,5,1.036040241
424_9,304,BRG,1,53,9,NA,NA,NA,NA,NA,410,0,0.734421187
424_10,304,BRG,4,53,9,NA,5,280,165,100,370,NA,NA
424_11,304,BRG,4,53,10,NA,3,250,160,110,500,NA,NA
424_12,304,BRG,1,53,10,NA,NA,NA,NA,NA,460,2,0.461853431
424_13,304,BRG,1,53,8,NA,NA,NA,NA,NA,800,5,1.403250835
424_14,304,BRG,2,53,6,NA,NA,NA,NA,NA,650,4,0.863716122
424_15,304,BRG,2,53,7,6,NA,NA,NA,NA,540,0,0.734421187
424_16,304,BRG,4,53,8,7,5,140,NA,NA,530,NA,NA
424_17,304,BRG,4,53,8,7,7,170,90,50,320,NA,NA
425_1,304,BRG,3,53,9,NA,6,235,NA,NA,520,NA,NA
425_2,304,BRG,3,53,8,NA,7,125,115,NA,330,NA,NA
425_3,304,BRG,2,53,8,9,NA,NA,NA,NA,250,0,0.734421187
425_4,304,BRG,2,53,6,4,NA,NA,NA,NA,460,0,0
425_5,304,BRG,3,53,6,3,4,240,NA,150,500,NA,NA
425_6,304,BRG,3,53,9,7,8,275,185,130,650,NA,NA
425_7,304,BRG,3,53,9,NA,7,180,NA,NA,280,NA,NA
425_8,305,BRG,4,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
425_9,305,BRG,1,52,8,10,NA,NA,NA,NA,580,7,2.117961912
425_10,305,BRG,2,52,7,NA,NA,NA,NA,NA,510,2,0.461853431
425_11,305,BRG,1,52,9,8,NA,NA,NA,NA,450,6,1.543775102
425_12,305,BRG,1,52,9,8,NA,NA,NA,NA,600,6,1.910985695
425_13,305,BRG,2,52,7,9,NA,NA,NA,NA,540,5,1.336798885
425_14,305,BRG,1,52,8,8,NA,NA,NA,NA,800,8,1.578427199
425_15,305,BRG,3,52,7,4,6,150,NA,NA,400,NA,NA
425_16,305,BRG,4,52,9,NA,7,100,NA,NA,300,NA,NA
425_17,305,BRG,1,52,9,8,NA,NA,NA,NA,750,8,1.578427199
425_18,305,BRG,3,52,9,6,6,170,NA,NA,720,NA,NA
426_1,305,BRG,2,52,7,8,NA,NA,NA,NA,900,3,1.036040241
426_2,305,BRG,3,52,9,7,7,230,NA,NA,530,NA,NA
426_3,305,BRG,3,52,6,NA,10,100,NA,NA,NA,NA,NA
426_4,305,BRG,2,52,8,8,NA,NA,NA,NA,570,4,0.863716122
426_5,305,BRG,4,52,6,NA,6,180,NA,130,600,NA,NA
426_6,305,BRG,4,52,7,NA,3,165,NA,NA,480,NA,NA
426_7,305,BRG,2,52,6,6,NA,NA,NA,NA,600,2,0.461853431
426_8,306,BRG,1,62,8,5,NA,NA,NA,NA,410,1,0.598137309
426_9,306,BRG,3,62,9,2,10,100,NA,NA,300,NA,NA
426_10,306,BRG,1,62,9,3,NA,NA,NA,NA,640,2,0.461853431
426_11,306,BRG,1,62,10,10,NA,NA,NA,NA,720,8,1.578427199
426_12,306,BRG,3,62,7,NA,6,125,NA,NA,NA,NA,NA
426_13,306,BRG,4,62,10,9,7,150,NA,NA,500,NA,NA
426_14,306,BRG,4,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
426_15,306,BRG,4,62,7,7,5,210,NA,NA,250,NA,NA
426_16,306,BRG,3,62,9,NA,7,185,NA,NA,520,NA,NA
426_17,306,BRG,3,62,9,9,2,210,205,125,500,NA,NA
426_18,306,BRG,3,62,9,8,7,260,130,NA,570,NA,NA
426_19,306,BRG,2,62,9,NA,NA,NA,NA,NA,400,1,0.598137309
427_1,306,BRG,2,62,9,8,NA,NA,NA,NA,650,3,1.403250835
427_2,306,BRG,1,62,9,2,NA,NA,NA,NA,600,4,0.863716122
427_3,306,BRG,2,62,9,2,NA,NA,NA,NA,550,3,1.367210594
427_4,306,BRG,1,62,8,6,NA,NA,NA,NA,750,6,1.910985695
427_5,306,BRG,4,62,5,8,5,190,NA,NA,360,NA,NA
427_6,306,BRG,4,62,10,9,5,185,NA,NA,280,NA,NA
427_7,306,BRG,2,62,9,NA,NA,NA,NA,NA,870,7,1.383540725
427_8,307,BRG,3,50,8,8,6,210,NA,100,520,NA,NA
427_9,307,BRG,1,50,9,10,NA,NA,NA,NA,660,2,0.461853431
427_10,307,BRG,1,50,9,6,NA,NA,NA,NA,350,0,0.734421187
427_11,307,BRG,1,50,9,9,NA,NA,NA,NA,570,5,1.036040241
427_12,307,BRG,4,50,10,8,6,175,NA,NA,550,NA,NA
427_13,307,BRG,4,50,9,NA,7,115,NA,NA,340,NA,NA
427_14,307,BRG,4,50,4,5,6,185,NA,NA,460,NA,NA
427_15,307,BRG,1,50,5,7,NA,NA,NA,NA,540,6,1.543775102
427_16,307,BRG,3,50,7,7,7,135,125,NA,350,NA,NA
427_17,307,BRG,2,50,7,NA,NA,NA,NA,NA,350,0,0.367210594
428_1,307,BRG,2,50,8,10,NA,NA,NA,NA,550,3,1.403250835
428_2,307,BRG,2,50,8,7,NA,NA,NA,NA,450,4,1.230926715
428_3,307,BRG,2,50,9,9,NA,NA,NA,NA,260,0,0.367210594
428_4,307,BRG,2,50,6,7,NA,NA,NA,NA,500,2,0.829064024
428_5,307,BRG,3,50,8,2,7,160,NA,NA,570,NA,NA
428_6,307,BRG,4,50,8,9,6,140,NA,NA,470,NA,NA
428_7,307,BRG,3,50,6,6,8,125,NA,NA,NA,NA,NA
428_8,308,BRG,2,48,10,10,NA,NA,NA,NA,350,3,1.036040241
428_9,308,BRG,2,48,9,9,NA,NA,NA,NA,570,5,1.403250835
428_10,308,BRG,2,48,9,9,NA,NA,NA,NA,470,4,1.230926715
428_11,308,BRG,1,48,9,6,NA,NA,NA,NA,540,5,1.403250835
428_12,308,BRG,2,48,10,NA,NA,NA,NA,NA,430,4,0.863716122
428_13,308,BRG,4,48,10,NA,9,110,NA,NA,300,NA,NA
428_14,308,BRG,4,48,10,9,7,180,NA,140,550,NA,NA
428_15,308,BRG,1,48,10,9,NA,NA,NA,NA,650,4,1.230926715
428_16,308,BRG,2,48,10,9,NA,NA,NA,NA,650,5,1.403250835
428_17,308,BRG,3,48,9,6,7,135,125,NA,520,NA,NA
428_18,308,BRG,3,48,10,8,7,140,NA,NA,450,NA,NA
428_19,308,BRG,3,48,9,7,7,150,NA,NA,420,NA,NA
428_20,308,BRG,3,48,10,NA,5,350,140,NA,250,NA,NA
429_1,308,BRG,3,48,10,NA,2,205,NA,NA,640,NA,NA
429_2,308,BRG,1,48,9,6,NA,NA,NA,NA,540,5,1.403250835
429_3,308,BRG,4,48,10,NA,7,185,NA,120,600,NA,NA
429_4,308,BRG,1,48,10,9,NA,NA,NA,NA,600,4,0.863716122
429_5,308,BRG,4,48,9,2,NA,320,NA,NA,900,NA,NA
429_6,308,BRG,4,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
429_7,308,BRG,1,48,9,NA,NA,NA,NA,NA,340,4,0.773313673
429_8,309,BRG,2,73,7,10,NA,NA,NA,NA,420,4,1.243016458
429_9,309,BRG,1,73,5,10,NA,NA,NA,NA,700,4,0.863716122
429_10,309,BRG,2,73,8,2,NA,NA,NA,NA,270,0,0
429_11,309,BRG,4,73,8,NA,10,110,NA,NA,100,NA,NA
429_12,309,BRG,4,73,7,NA,7,140,NA,NA,90,NA,NA
429_13,309,BRG,4,73,9,NA,9,165,130,80,350,NA,NA
429_14,309,BRG,2,73,7,NA,NA,NA,NA,NA,370,4,1.230926715
429_15,309,BRG,3,73,9,NA,5,195,NA,NA,NA,NA,NA
429_16,309,BRG,3,73,9,7,6,190,NA,NA,400,NA,NA
430_1,309,BRG,3,73,8,NA,2,255,240,110,500,NA,NA
430_2,309,BRG,2,73,8,2,NA,NA,NA,NA,530,4,1.598137309
430_3,309,BRG,1,73,10,10,NA,NA,NA,NA,620,5,1.036040241
430_4,309,BRG,4,73,10,NA,10,155,NA,NA,300,NA,NA
430_5,309,BRG,1,73,9,10,NA,NA,NA,NA,620,2,1.196274618
430_6,309,BRG,1,73,9,6,NA,NA,NA,NA,430,2,1.196274618
430_7,309,BRG,3,73,10,5,4,220,195,100,430,NA,NA
430_8,1101,CHE,1,57,9,NA,NA,NA,NA,NA,520,NA,NA
430_9,1101,CHE,1,57,9,NA,NA,NA,NA,NA,370,1,0.230926715
430_10,1101,CHE,1,57,9,NA,NA,NA,NA,NA,430,1,0.230926715
430_11,1101,CHE,1,57,8,NA,NA,NA,NA,NA,400,3,0.668829648
430_12,1101,CHE,4,57,8,NA,7,160,NA,60,540,NA,NA
430_13,1101,CHE,4,57,8,3,5,150,100,NA,400,NA,NA
430_14,1101,CHE,2,57,9,NA,NA,NA,NA,NA,570,10,2.539534713
430_15,1101,CHE,4,57,6,NA,7,120,NA,NA,400,NA,NA
430_16,1101,CHE,3,57,5,NA,NA,170,NA,NA,NA,NA,NA
430_17,1101,CHE,3,57,8,NA,5,170,NA,NA,420,NA,NA
430_18,1101,CHE,4,57,8,8,7,230,90,NA,410,NA,NA
430_19,1101,CHE,4,57,7,9,8,100,NA,NA,220,NA,NA
431_1,1101,CHE,3,57,9,4,10,145,NA,NA,430,NA,NA
431_2,1101,CHE,2,57,8,9,NA,NA,NA,NA,510,8,1.805113526
431_3,1101,CHE,3,57,9,7,NA,270,100,NA,570,NA,NA
431_4,1101,CHE,3,57,7,NA,8,120,NA,NA,NA,NA,NA
431_5,1101,CHE,2,57,8,9,NA,NA,NA,NA,540,2,0.829064024
431_6,1101,CHE,2,57,10,NA,NA,NA,NA,NA,450,NA,NA
431_7,1101,CHE,2,57,9,7,NA,NA,NA,NA,450,10,2.539534713
431_8,1110,CHE,4,70.5,6,NA,6,145,NA,NA,250,NA,NA
431_9,1110,CHE,4,70.5,6,8,4,255,NA,NA,450,NA,NA
431_10,1110,CHE,1,70.5,10,2,NA,NA,NA,NA,550,NA,NA
431_11,1110,CHE,1,70.5,7,9,NA,NA,NA,NA,500,2,0.829064024
431_12,1110,CHE,4,70.5,7,NA,7,230,130,110,430,NA,NA
431_13,1110,CHE,2,70.5,9,9,NA,NA,NA,NA,550,9,1.750751319
431_14,1110,CHE,2,70.5,7,8,NA,NA,NA,NA,640,3,0.668829648
431_15,1110,CHE,2,70.5,7,6,NA,NA,NA,NA,830,7,1.383540725
431_16,1110,CHE,4,70.5,5,NA,4,120,NA,NA,NA,NA,NA
431_17,1110,CHE,2,70.5,8,9,NA,NA,NA,NA,40,NA,NA
431_18,1110,CHE,3,70.5,8,NA,NA,160,NA,NA,400,NA,NA
432_1,1110,CHE,3,70.5,7,9,10,170,150,NA,300,NA,NA
432_2,1110,CHE,3,70.5,7,6,7,270,165,NA,520,NA,NA
432_3,1110,CHE,3,70.5,6,6,9,200,120,NA,460,NA,NA
432_4,1110,CHE,3,70.5,9,7,8,220,160,NA,560,NA,NA
432_5,1110,CHE,1,70.5,10,10,NA,NA,NA,NA,550,2,0.461853431
432_6,1110,CHE,1,70.5,7,5,NA,NA,NA,NA,570,2,0.461853431
432_7,1110,CHE,1,70.5,8,9,NA,NA,NA,NA,150,1,0.598137309
432_8,1111,CHE,3,64,6,5,5,270,160,NA,560,NA,NA
432_9,1111,CHE,1,64,7,7,NA,NA,NA,NA,420,2,0.461853431
432_10,1111,CHE,1,64,7,4,NA,NA,NA,NA,650,4,1.598137309
432_11,1111,CHE,1,64,9,7,NA,NA,NA,NA,480,1,0.965347903
432_12,1111,CHE,4,64,10,NA,7,230,165,140,760,NA,NA
432_13,1111,CHE,2,64,9,6,NA,NA,NA,NA,460,2,0.437902932
432_14,1111,CHE,4,64,10,NA,6,270,150,135,300,NA,NA
432_15,1111,CHE,4,64,4,6,5,220,NA,NA,460,NA,NA
432_16,1111,CHE,4,64,6,NA,6,315,175,115,500,NA,NA
432_17,1111,CHE,4,64,4,2,NA,255,150,95,520,NA,NA
432_18,1111,CHE,1,64,8,7,NA,NA,NA,NA,650,NA,NA
433_1,1111,CHE,3,64,6,7,9,200,70,NA,400,NA,NA
433_2,1111,CHE,3,64,7,7,7,250,140,NA,500,NA,NA
433_3,1111,CHE,3,64,6,NA,5,190,NA,NA,530,NA,NA
433_4,1111,CHE,2,64,7,6,NA,NA,NA,NA,680,NA,NA
433_5,1111,CHE,2,64,8,6,NA,NA,NA,NA,570,1,0.230926715
433_6,1111,CHE,2,64,4,4,NA,NA,NA,NA,440,4,1.539534713
433_7,1111,CHE,2,64,7,6,NA,NA,NA,NA,580,0,0.367210594
433_8,1112,CHE,4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
433_9,1112,CHE,3,31,7,8,7,225,195,NA,600,NA,NA
433_10,1112,CHE,3,31,9,8,8,175,NA,60,400,NA,NA
433_11,1112,CHE,3,31,6,3,2,200,140,NA,320,NA,NA
433_12,1112,CHE,3,31,7,9,3,205,180,NA,560,NA,NA
433_13,1112,CHE,2,31,6,5,NA,NA,NA,NA,870,7,1.965347903
433_14,1112,CHE,4,31,7,NA,7,210,130,NA,480,NA,NA
433_15,1112,CHE,4,31,6,NA,7,240,150,NA,650,NA,NA
433_16,1112,CHE,4,31,6,6,5,300,200,125,520,NA,NA
433_17,1112,CHE,4,31,9,NA,7,200,165,NA,750,NA,NA
433_18,1112,CHE,1,31,9,6,NA,NA,NA,NA,700,7,1.750751319
433_19,1112,CHE,2,31,10,9,NA,NA,NA,NA,770,10,1.805113526
434_1,1112,CHE,3,31,8,NA,7,150,NA,NA,480,NA,NA
434_2,1112,CHE,1,31,4,6,NA,NA,NA,NA,260,NA,NA
434_3,1112,CHE,1,31,6,3,NA,NA,NA,NA,450,0,0
434_4,1112,CHE,2,31,7,9,NA,NA,NA,NA,920,10,2.539534713
434_5,1112,CHE,1,31,7,7,NA,NA,NA,NA,860,5,1.770461429
434_6,1112,CHE,1,31,9,10,NA,NA,NA,NA,510,0,0.734421187
434_7,1112,CHE,2,31,9,9,NA,NA,NA,NA,960,NA,NA
434_8,1113,CHE,4,35.5,4,NA,10,110,NA,NA,170,NA,NA
434_9,1113,CHE,4,35.5,7,2,10,150,100,NA,370,NA,NA
434_10,1113,CHE,3,35.5,6,7,10,90,NA,NA,80,NA,NA
434_11,1113,CHE,2,35.5,6,4,NA,NA,NA,NA,560,7,1.230926715
434_12,1113,CHE,2,35.5,4,3,NA,NA,NA,NA,200,1,0.230926715
434_13,1113,CHE,3,35.5,6,8,6,170,140,NA,560,NA,NA
434_14,1113,CHE,2,35.5,9,6,NA,NA,NA,NA,380,2,0.461853431
434_15,1113,CHE,2,35.5,9,6,NA,NA,NA,NA,360,NA,NA
434_16,1113,CHE,4,35.5,4,5,4,160,NA,NA,410,NA,NA
437_1,1113,CHE,2,35.5,6,6,NA,NA,NA,NA,510,9,1.632789406
437_2,1113,CHE,1,35.5,5,6,NA,NA,NA,NA,730,NA,NA
437_3,1113,CHE,1,35.5,5,NA,NA,NA,NA,NA,120,0,0
437_4,1113,CHE,3,35.5,9,NA,5,240,110,NA,350,NA,NA
437_5,1113,CHE,1,35.5,6,5,NA,NA,NA,NA,480,0,0
437_6,1113,CHE,3,35.5,4,NA,7,150,110,NA,440,NA,NA
437_7,1113,CHE,1,35.5,6,NA,NA,NA,NA,NA,120,0,0.367210594
437_8,1113,CHE,4,35.5,4,NA,NA,165,90,NA,320,NA,NA
437_9,1114,CHE,2,49,7,5,NA,NA,NA,NA,520,8,2.312848386
437_10,1114,CHE,2,49,7,4,NA,NA,NA,NA,740,10,2.539534713
437_11,1114,CHE,2,49,7,6,NA,NA,NA,NA,600,10,2.539534713
437_12,1114,CHE,1,49,6,10,NA,NA,NA,NA,100,NA,NA
437_13,1114,CHE,2,49,6,7,NA,NA,NA,NA,670,6,1.243016458
437_14,1114,CHE,1,49,8,NA,NA,NA,NA,NA,270,NA,NA
437_15,1114,CHE,4,49,4,8,NA,120,NA,NA,300,NA,NA
437_16,1114,CHE,4,49,8,NA,9,140,125,NA,320,NA,NA
437_17,1114,CHE,2,49,6,7,NA,NA,NA,NA,700,NA,NA
437_18,1114,CHE,4,49,5,7,8,250,NA,NA,550,NA,NA
437_19,1114,CHE,3,49,9,4,9,120,80,NA,250,NA,NA
437_20,1114,CHE,3,49,6,NA,7,220,NA,NA,400,NA,NA
438_1,1114,CHE,3,49,2,NA,6,100,NA,NA,80,NA,NA
438_2,1114,CHE,3,49,8,NA,7,120,80,NA,150,NA,NA
438_3,1114,CHE,3,49,6,6,10,130,70,NA,380,NA,NA
438_4,1114,CHE,1,49,7,NA,NA,NA,NA,NA,550,6,1.243016458
438_5,1114,CHE,1,49,6,6,NA,NA,NA,NA,520,7,2.117961912
438_6,1114,CHE,1,49,5,6,NA,NA,NA,NA,NA,0,0.734421187
438_7,1114,CHE,4,49,7,8,2,205,NA,NA,420,NA,NA
438_8,1114,CHE,4,49,6,NA,6,135,NA,NA,330,NA,NA
438_9,1117,CHE,3,47,9,NA,4,170,100,80,300,NA,NA
438_10,1117,CHE,3,47,4,NA,7,200,180,NA,600,NA,NA
438_11,1117,CHE,1,47,6,NA,NA,NA,NA,NA,540,NA,NA
438_12,1117,CHE,4,47,8,NA,6,190,NA,NA,430,NA,NA
438_13,1117,CHE,4,47,8,3,NA,120,NA,NA,370,NA,NA
438_14,1117,CHE,4,47,9,2,NA,130,110,NA,460,NA,NA
438_15,1117,CHE,4,47,7,NA,7,220,155,110,460,NA,NA
438_16,1117,CHE,3,47,8,7,9,250,170,NA,400,NA,NA
438_17,1117,CHE,3,47,8,NA,8,180,130,NA,420,NA,NA
440_1,1117,CHE,2,47,9,NA,NA,NA,NA,NA,650,8,1.578427199
440_2,1117,CHE,1,47,8,2,NA,NA,NA,NA,550,9,1.750751319
440_3,1117,CHE,1,47,9,8,NA,NA,NA,NA,600,9,1.750751319
440_4,1117,CHE,2,47,7,5,NA,NA,NA,NA,500,6,1.910985695
440_5,1117,CHE,1,47,7,NA,NA,NA,NA,NA,200,1,0.230926715
440_6,1117,CHE,2,47,6,4,NA,NA,NA,NA,650,8,1.578427199
440_7,1117,CHE,2,47,6,6,NA,NA,NA,NA,410,NA,NA
440_8,1117,CHE,1,47,7,NA,NA,NA,NA,NA,100,2,1.196274618
440_9,1118,CHE,4,62.5,8,5,8,195,NA,NA,390,NA,NA
440_10,1118,CHE,4,62.5,6,NA,8,180,NA,NA,270,NA,NA
440_11,1118,CHE,4,62.5,9,NA,NA,150,NA,NA,450,NA,NA
440_12,1118,CHE,2,62.5,10,NA,NA,NA,NA,NA,360,NA,NA
440_13,1118,CHE,3,62.5,9,5,2,200,150,NA,500,NA,NA
440_14,1118,CHE,4,62.5,6,NA,7,170,155,NA,590,NA,NA
440_15,1118,CHE,2,62.5,7,4,NA,NA,NA,NA,600,7,1.383540725
440_16,1118,CHE,4,62.5,8,NA,7,250,170,160,890,NA,NA
440_17,1118,CHE,2,62.5,9,NA,NA,NA,NA,NA,650,5,1.770461429
440_18,1118,CHE,2,62.5,8,8,NA,NA,NA,NA,750,6,1.910985695
440_19,1118,CHE,3,62.5,8,7,4,200,NA,NA,700,NA,NA
501_1,1118,CHE,3,62.5,8,NA,9,270,200,NA,600,NA,NA
501_2,1118,CHE,1,62.5,8,2,NA,NA,NA,NA,710,6,1.910985695
501_3,1118,CHE,1,62.5,8,2,NA,NA,NA,NA,420,2,1.196274618
501_4,1118,CHE,1,62.5,6,5,NA,NA,NA,NA,900,NA,NA
501_5,1118,CHE,1,62.5,6,9,NA,NA,NA,NA,640,7,1.230926715
501_6,1118,CHE,3,62.5,8,7,4,290,170,NA,680,NA,NA
501_7,1118,CHE,3,62.5,9,10,7,240,140,NA,600,NA,NA
501_8,1119,CHE,4,51.5,7,NA,7,150,NA,NA,300,NA,NA
501_9,1119,CHE,1,51.5,9,6,NA,NA,NA,NA,520,5,1.770461429
501_10,1119,CHE,2,51.5,8,8,NA,NA,NA,NA,420,NA,NA
501_11,1119,CHE,4,51.5,7,NA,7,155,NA,NA,480,NA,NA
501_12,1119,CHE,1,51.5,7,5,NA,NA,NA,NA,540,NA,NA
501_13,1119,CHE,4,51.5,6,4,8,210,NA,NA,500,NA,NA
501_14,1119,CHE,4,51.5,6,2,6,140,NA,NA,450,NA,NA
501_15,1119,CHE,2,51.5,9,7,NA,NA,NA,NA,710,7,1.750751319
501_16,1119,CHE,2,51.5,8,10,NA,NA,NA,NA,600,7,2.117961912
501_17,1119,CHE,3,51.5,8,3,3,380,215,135,460,NA,NA
501_18,1119,CHE,3,51.5,8,3,7,250,130,125,470,NA,NA
502_1,1119,CHE,3,51.5,8,7,7,250,140,120,440,NA,NA
502_2,1119,CHE,3,51.5,7,2,7,300,NA,170,520,NA,NA
502_3,1119,CHE,3,51.5,6,NA,NA,250,120,NA,370,NA,NA
502_4,1119,CHE,1,51.5,7,2,NA,NA,NA,NA,520,4,1.598137309
502_5,1119,CHE,1,51.5,7,5,NA,NA,NA,NA,420,2,1.196274618
502_6,1119,CHE,1,51.5,6,2,NA,NA,NA,NA,360,0,0.734421187
502_7,1119,CHE,2,51.5,9,5,NA,NA,NA,NA,660,NA,NA
502_8,1119,CHE,2,51.5,9,9,NA,NA,NA,NA,620,10,2.539534713
502_9,1102,CHE,1,81,10,NA,NA,NA,NA,NA,560,6,1.176564508
502_10,1102,CHE,1,81,9,7,NA,NA,NA,NA,410,NA,NA
502_11,1102,CHE,3,81,7,7,3,245,120,70,520,NA,NA
502_12,1102,CHE,3,81,8,8,8,150,NA,NA,460,NA,NA
502_13,1102,CHE,1,81,9,8,NA,NA,NA,NA,460,3,0.668829648
